protocol_version,seed,outer_fold,role,text_embedding_idx,sentence_group_id,normalized_text_sha256,chapter,story_quartile,token_count
littleprince_context_cv_v1,42,0,train,33,lptext:5747a8171078307a3fbf00089c7fc3f148cf562b3c3b2894e11fe9cca78f932d,5747a8171078307a3fbf00089c7fc3f148cf562b3c3b2894e11fe9cca78f932d,1,1,9
littleprince_context_cv_v1,42,0,train,34,lptext:0d8fa3defd493d6747164e2ceffdb810c8165100ace1241090c3e42dc93a13df,0d8fa3defd493d6747164e2ceffdb810c8165100ace1241090c3e42dc93a13df,1,1,3
littleprince_context_cv_v1,42,0,train,35,lptext:cd8374f71d0170ce1ebb25f3dd35f786ed39735003502c45a2b99d409dc784c3,cd8374f71d0170ce1ebb25f3dd35f786ed39735003502c45a2b99d409dc784c3,1,1,7
littleprince_context_cv_v1,42,0,train,36,lptext:b10c85addd8aea6d35ab31451d4c08b89c9693a00953a89bf255a59863a98196,b10c85addd8aea6d35ab31451d4c08b89c9693a00953a89bf255a59863a98196,1,1,6
littleprince_context_cv_v1,42,0,train,37,lptext:0ccd8ae884bb4cc50a700df1abe6d501de4dc60f86f491afbf22026e7100c403,0ccd8ae884bb4cc50a700df1abe6d501de4dc60f86f491afbf22026e7100c403,1,1,8
littleprince_context_cv_v1,42,0,train,38,lptext:06bc3a6238e9aa99d2074cd3d8356956f245525a51f05886f479bb02810854ee,06bc3a6238e9aa99d2074cd3d8356956f245525a51f05886f479bb02810854ee,1,1,8
littleprince_context_cv_v1,42,0,train,39,lptext:cdf9aeb43434f2f8d19117481ad51a8ecb12eb811ea7fe19da9352d5ee55dab9,cdf9aeb43434f2f8d19117481ad51a8ecb12eb811ea7fe19da9352d5ee55dab9,1,1,6
littleprince_context_cv_v1,42,0,train,40,lptext:29920fa472883a240b5ed422a2e60703c658864be509467d2d858d9ceb634d9c,29920fa472883a240b5ed422a2e60703c658864be509467d2d858d9ceb634d9c,1,1,7
littleprince_context_cv_v1,42,0,train,41,lptext:b207f4918483c0270e439cb1a7522ef04e29f9f976544aef47c041012e17ac2c,b207f4918483c0270e439cb1a7522ef04e29f9f976544aef47c041012e17ac2c,1,1,7
littleprince_context_cv_v1,42,0,train,42,lptext:ef1ea82f96b454a9332ace247858e7b57727fc7275f456b79918b2c123a6bc93,ef1ea82f96b454a9332ace247858e7b57727fc7275f456b79918b2c123a6bc93,1,1,7
littleprince_context_cv_v1,42,0,train,43,lptext:2310d2ff4f652e11ee4f350d5ea6146e93dae72903563953a229b48881c744c7,2310d2ff4f652e11ee4f350d5ea6146e93dae72903563953a229b48881c744c7,1,1,6
littleprince_context_cv_v1,42,0,train,44,lptext:95b3e44dfb2f11a21c44ae9925cbeb6bc070bda0c01de63def76966b51114397,95b3e44dfb2f11a21c44ae9925cbeb6bc070bda0c01de63def76966b51114397,1,1,5
littleprince_context_cv_v1,42,0,train,45,lptext:c6b019002a92b3af28073a6bf0c1f4bcfbacd4f1c1bed1a6ce266702b4db78d7,c6b019002a92b3af28073a6bf0c1f4bcfbacd4f1c1bed1a6ce266702b4db78d7,1,1,3
littleprince_context_cv_v1,42,0,validation,46,lptext:efd8b3217c300d1ccfe6ad2fe9db401b03aa79a805cf3e4b31d3b6d20b20a79d,efd8b3217c300d1ccfe6ad2fe9db401b03aa79a805cf3e4b31d3b6d20b20a79d,1,1,2
littleprince_context_cv_v1,42,0,test,47,lptext:0ddca6519fd97170b3723b63d6bc20e9b17072d712d800913131256180812383,0ddca6519fd97170b3723b63d6bc20e9b17072d712d800913131256180812383,1,1,11
littleprince_context_cv_v1,42,0,train,48,lptext:6e47d0adbbaa2fbafd0bc0efe21ca76d1eec4101818e89aecb209a2f006a4005,6e47d0adbbaa2fbafd0bc0efe21ca76d1eec4101818e89aecb209a2f006a4005,1,1,2
littleprince_context_cv_v1,42,0,train,49,lptext:a3dc76d3b70f52b6dd83b6395de32c7245e215d57561cc30b150485735749a7e,a3dc76d3b70f52b6dd83b6395de32c7245e215d57561cc30b150485735749a7e,1,1,3
littleprince_context_cv_v1,42,0,test,50,lptext:45e0125990abc55b3d58a5fe39964faf14102986e65aca350897472838f6519c,45e0125990abc55b3d58a5fe39964faf14102986e65aca350897472838f6519c,1,1,7
littleprince_context_cv_v1,42,0,test,51,lptext:eb6344722bc53e158e36914c51e0cb46722e198d4812e087cb69a70211b3f8cf,eb6344722bc53e158e36914c51e0cb46722e198d4812e087cb69a70211b3f8cf,1,1,7
littleprince_context_cv_v1,42,0,validation,52,lptext:f189091e8b1e630042e5bf7a0b3a87211cf9ff90b2bcafa476d9953edf2baf29,f189091e8b1e630042e5bf7a0b3a87211cf9ff90b2bcafa476d9953edf2baf29,1,1,3
littleprince_context_cv_v1,42,0,test,53,lptext:eb806e63d6dafade2fcb30cc588d8648e10f4eaecdc94ee5d2bc11fca49f219c,eb806e63d6dafade2fcb30cc588d8648e10f4eaecdc94ee5d2bc11fca49f219c,1,1,8
littleprince_context_cv_v1,42,0,train,54,lptext:a319b88b710831fe9865d038e1e1f1b37535025e2972d318bccfae8af2c83da3,a319b88b710831fe9865d038e1e1f1b37535025e2972d318bccfae8af2c83da3,1,1,9
littleprince_context_cv_v1,42,0,test,55,lptext:beb41d9d4a2cfef1bf11ba6b588ff3ab54cd165cdca30c6e9278ee945baa5064,beb41d9d4a2cfef1bf11ba6b588ff3ab54cd165cdca30c6e9278ee945baa5064,1,1,3
littleprince_context_cv_v1,42,0,test,56,lptext:9e6d6025c97fda80b65dfe36af7fca83aa81bcda8bd55c2cc5c1f8013c56ae92,9e6d6025c97fda80b65dfe36af7fca83aa81bcda8bd55c2cc5c1f8013c56ae92,1,1,6
littleprince_context_cv_v1,42,0,train,57,lptext:db661d907111dfe9dbe55a6603d5c8bad5b115dc77dd8b21400836016f1b4510,db661d907111dfe9dbe55a6603d5c8bad5b115dc77dd8b21400836016f1b4510,1,1,4
littleprince_context_cv_v1,42,0,train,58,lptext:3e582447df877f94d35d362079074be255aac35cb9173c44afb49db86c10005a,3e582447df877f94d35d362079074be255aac35cb9173c44afb49db86c10005a,1,1,6
littleprince_context_cv_v1,42,0,train,59,lptext:553e9970204635dfcfc5328b7baf1e607623561f869b0cb0997811a6cb44fe57,553e9970204635dfcfc5328b7baf1e607623561f869b0cb0997811a6cb44fe57,1,1,1
littleprince_context_cv_v1,42,0,train,60,lptext:91f6de4f8946c0b8506e34c56f7b3ecc9542d982c1d9cb591fb312e5cb90c73d,91f6de4f8946c0b8506e34c56f7b3ecc9542d982c1d9cb591fb312e5cb90c73d,1,1,6
littleprince_context_cv_v1,42,0,train,61,lptext:ee3b855490bacab0eb873bce976d4fc0a97382a8911cbd92085762f48cb77e73,ee3b855490bacab0eb873bce976d4fc0a97382a8911cbd92085762f48cb77e73,1,1,8
littleprince_context_cv_v1,42,0,train,62,lptext:2fc5d2e004a37fbaf1831308d1ef1af8ffdbb5252ca7837f2e2dde1a49de2998,2fc5d2e004a37fbaf1831308d1ef1af8ffdbb5252ca7837f2e2dde1a49de2998,1,1,3
littleprince_context_cv_v1,42,0,train,63,lptext:ae5c89ab3c7228d6a47af96a32024eae809b528d0d84c2a1add0f7f50276ee4e,ae5c89ab3c7228d6a47af96a32024eae809b528d0d84c2a1add0f7f50276ee4e,1,1,5
littleprince_context_cv_v1,42,0,train,64,lptext:5771395ce9d398976082b3a63df8a97bbdf9919dd5137414ec2da407dbb874a5,5771395ce9d398976082b3a63df8a97bbdf9919dd5137414ec2da407dbb874a5,1,1,3
littleprince_context_cv_v1,42,0,train,65,lptext:6e47d0adbbaa2fbafd0bc0efe21ca76d1eec4101818e89aecb209a2f006a4005,6e47d0adbbaa2fbafd0bc0efe21ca76d1eec4101818e89aecb209a2f006a4005,1,1,2
littleprince_context_cv_v1,42,0,train,66,lptext:5c25162b8b8f54cf8f0952d7a0bfdafae9cd078ca1593150a030eedf6d0fe1fd,5c25162b8b8f54cf8f0952d7a0bfdafae9cd078ca1593150a030eedf6d0fe1fd,1,1,4
littleprince_context_cv_v1,42,0,train,67,lptext:fcd2273d1f39e6ca469a623ad98016eeb34f370462d47542afcc137db3e4f6cb,fcd2273d1f39e6ca469a623ad98016eeb34f370462d47542afcc137db3e4f6cb,1,1,9
littleprince_context_cv_v1,42,0,train,68,lptext:cac25598e09066e3ecaf179ac4b0c54d07cc8616decae3f5d0608ed51d0ed900,cac25598e09066e3ecaf179ac4b0c54d07cc8616decae3f5d0608ed51d0ed900,1,1,9
littleprince_context_cv_v1,42,0,validation,69,lptext:6dce254127af6247f1e9aa54c6433f0027040f8d59f59fa63078da2ffb7a6b29,6dce254127af6247f1e9aa54c6433f0027040f8d59f59fa63078da2ffb7a6b29,1,1,6
littleprince_context_cv_v1,42,0,test,70,lptext:600dc4a5035aca6f06c796463614c870e894930a859a289a4294c2ceb3620e10,600dc4a5035aca6f06c796463614c870e894930a859a289a4294c2ceb3620e10,1,1,7
littleprince_context_cv_v1,42,0,train,71,lptext:a3e496618a93701f843dbc3e8bd881a8257ee0c7036debe3e667d99dd186fe5a,a3e496618a93701f843dbc3e8bd881a8257ee0c7036debe3e667d99dd186fe5a,1,1,4
littleprince_context_cv_v1,42,0,test,72,lptext:e22ce85bccac3ba8f675e91cc6ec6aacef3e4b2547d15c9fb1494264cc9f8a3a,e22ce85bccac3ba8f675e91cc6ec6aacef3e4b2547d15c9fb1494264cc9f8a3a,1,1,6
littleprince_context_cv_v1,42,0,train,73,lptext:4dadba295367d3e59dd58b2372ba55365857852138e00aa19bcca74958bbd37c,4dadba295367d3e59dd58b2372ba55365857852138e00aa19bcca74958bbd37c,1,1,9
littleprince_context_cv_v1,42,0,train,74,lptext:998334379199ed743588723e6b34f28b360f13001136f162296151a020a19d1e,998334379199ed743588723e6b34f28b360f13001136f162296151a020a19d1e,1,1,3
littleprince_context_cv_v1,42,0,test,75,lptext:b0e35ea62bb3b1d755e3ce99c4223a12b28de3de7eb57c18a697dce9ee7c1ac9,b0e35ea62bb3b1d755e3ce99c4223a12b28de3de7eb57c18a697dce9ee7c1ac9,1,1,2
littleprince_context_cv_v1,42,0,test,76,lptext:4609c29d3533c7405ad680ec511c2628bb200d555a85b7ef2565e721e16f604b,4609c29d3533c7405ad680ec511c2628bb200d555a85b7ef2565e721e16f604b,1,1,5
littleprince_context_cv_v1,42,0,train,77,lptext:bc1cd62c42d7f627068b08ef9e21c1f53100ad4bdfe4010c6b5e0cd143492db1,bc1cd62c42d7f627068b08ef9e21c1f53100ad4bdfe4010c6b5e0cd143492db1,1,1,5
littleprince_context_cv_v1,42,0,train,78,lptext:9b2ee59aaf1259172efad91fa59eb06f91025b60c10a1993208447cbcfb8f200,9b2ee59aaf1259172efad91fa59eb06f91025b60c10a1993208447cbcfb8f200,1,1,4
littleprince_context_cv_v1,42,0,train,79,lptext:5ee5997b68975ab6382bffa24b96f3b0a0475de154453861e41d1f675ac2f2c2,5ee5997b68975ab6382bffa24b96f3b0a0475de154453861e41d1f675ac2f2c2,1,1,2
littleprince_context_cv_v1,42,0,train,80,lptext:c81c182efd97c70e294bd7df036b82f06689197b06e716626c87d893059eda29,c81c182efd97c70e294bd7df036b82f06689197b06e716626c87d893059eda29,1,1,8
littleprince_context_cv_v1,42,0,test,81,lptext:b9e96c48c02250ab703420afa1a7dec551f10bbdecb562f672b8a66dae7c4f8c,b9e96c48c02250ab703420afa1a7dec551f10bbdecb562f672b8a66dae7c4f8c,1,1,2
littleprince_context_cv_v1,42,0,test,82,lptext:880b6a6f03e91030fee0b822b42f07a768573d916855094cde5344de2d8b1074,880b6a6f03e91030fee0b822b42f07a768573d916855094cde5344de2d8b1074,1,1,2
littleprince_context_cv_v1,42,0,validation,83,lptext:f500b1c96c89897418673c074fd84a6e4c2bb5812409da6669cc1814483d21e8,f500b1c96c89897418673c074fd84a6e4c2bb5812409da6669cc1814483d21e8,1,1,3
littleprince_context_cv_v1,42,0,test,84,lptext:b91078d613d7d1e3a78cf33012ead999767cb59efb7256e1a7a21f67098c8abb,b91078d613d7d1e3a78cf33012ead999767cb59efb7256e1a7a21f67098c8abb,1,1,9
littleprince_context_cv_v1,42,0,train,85,lptext:8dfc256691ab37c5a3e1e9330a975e0fe44cbbb0c27eedc0ee07d60d357ca075,8dfc256691ab37c5a3e1e9330a975e0fe44cbbb0c27eedc0ee07d60d357ca075,1,1,5
littleprince_context_cv_v1,42,0,test,86,lptext:3a520cbf441519c960b46ee92ede36f7162c69523c7836f38fde804b14363ca8,3a520cbf441519c960b46ee92ede36f7162c69523c7836f38fde804b14363ca8,1,1,1
littleprince_context_cv_v1,42,0,train,87,lptext:836b1c9a63f1d8cd56f541a107e948b2c3c918e445f6771d768e4e6ba0d33c34,836b1c9a63f1d8cd56f541a107e948b2c3c918e445f6771d768e4e6ba0d33c34,1,1,1
littleprince_context_cv_v1,42,0,train,88,lptext:def9f895ddbbce51979c098951204be73a3d8ac01025dae71fdd0eaefa1c2cc0,def9f895ddbbce51979c098951204be73a3d8ac01025dae71fdd0eaefa1c2cc0,1,1,2
littleprince_context_cv_v1,42,0,train,89,lptext:df7703a58922d7ce58c63953a376733a19c290b3d9f69f3e73b91edb986de9af,df7703a58922d7ce58c63953a376733a19c290b3d9f69f3e73b91edb986de9af,1,1,5
littleprince_context_cv_v1,42,0,validation,90,lptext:05c485edcf876fe1c15ccd604eec1b891497c0a099f11abe0cf77ee394fe7ba5,05c485edcf876fe1c15ccd604eec1b891497c0a099f11abe0cf77ee394fe7ba5,1,1,10
littleprince_context_cv_v1,42,0,test,92,lptext:5244c001f2d097ab4d90a2e12194c2f6f6fa1130f30c36bfa91d8c027d21e3f4,5244c001f2d097ab4d90a2e12194c2f6f6fa1130f30c36bfa91d8c027d21e3f4,2,1,5
littleprince_context_cv_v1,42,0,train,93,lptext:19646a00fd5057e5cd799f1a823e932232b193820491e2046d61414f584b3496,19646a00fd5057e5cd799f1a823e932232b193820491e2046d61414f584b3496,2,1,6
littleprince_context_cv_v1,42,0,train,94,lptext:5fd0067c4d7eabc7b22863ca10eb9107a56e7db6a8324c7a450ac3a49dbc6185,5fd0067c4d7eabc7b22863ca10eb9107a56e7db6a8324c7a450ac3a49dbc6185,2,1,3
littleprince_context_cv_v1,42,0,train,95,lptext:9c2ffeae553326af74a3ea7abaa971f11d6a5d6a2fa213850d5574afd6441f73,9c2ffeae553326af74a3ea7abaa971f11d6a5d6a2fa213850d5574afd6441f73,2,1,5
littleprince_context_cv_v1,42,0,train,96,lptext:fa13368546d2e94f9bfe1254d776d388ea399904040ab2bbac0ef06624c42b4a,fa13368546d2e94f9bfe1254d776d388ea399904040ab2bbac0ef06624c42b4a,2,1,4
littleprince_context_cv_v1,42,0,train,97,lptext:e9e44453077be9f0c860692aed01034afcffd9d767c93af4ef41903721f2010c,e9e44453077be9f0c860692aed01034afcffd9d767c93af4ef41903721f2010c,2,1,7
littleprince_context_cv_v1,42,0,train,98,lptext:6fbcc2382149cafea02db0ef5f7311ce01f594054c443ca5de6b5fa632b21b6c,6fbcc2382149cafea02db0ef5f7311ce01f594054c443ca5de6b5fa632b21b6c,2,1,7
littleprince_context_cv_v1,42,0,test,99,lptext:644af985ae8d853b1ff04beaea1bac1309a582162c4bbe11344b978bb63ffd85,644af985ae8d853b1ff04beaea1bac1309a582162c4bbe11344b978bb63ffd85,2,1,2
littleprince_context_cv_v1,42,0,train,100,lptext:9c72182b85b85e347b6c097cdad4ea0338f1dbbe7559b37f13e6b6227f1637a5,9c72182b85b85e347b6c097cdad4ea0338f1dbbe7559b37f13e6b6227f1637a5,2,1,11
littleprince_context_cv_v1,42,0,train,101,lptext:87b229fd44be5a6ba1e55c04fbd02547e8d07ab4de977ba6c3fd925ff5e62d5c,87b229fd44be5a6ba1e55c04fbd02547e8d07ab4de977ba6c3fd925ff5e62d5c,2,1,8
littleprince_context_cv_v1,42,0,test,102,lptext:68f8e270d5b404e90a6a76b283a87e38376030c8e41943cc1dad299baa57d284,68f8e270d5b404e90a6a76b283a87e38376030c8e41943cc1dad299baa57d284,2,1,8
littleprince_context_cv_v1,42,0,train,103,lptext:295c51c965dd9661259790a9c67f81b61eefcb329740ed82cd4d3169f4f4979d,295c51c965dd9661259790a9c67f81b61eefcb329740ed82cd4d3169f4f4979d,2,1,3
littleprince_context_cv_v1,42,0,train,104,lptext:1a6aaef94d4945677bba40334552a336fcfb5dd0c1d47cbb94b1f06e30593231,1a6aaef94d4945677bba40334552a336fcfb5dd0c1d47cbb94b1f06e30593231,2,1,11
littleprince_context_cv_v1,42,0,test,105,lptext:e80164bb65ce09ee12285c9754730040606de3fc784febccae8ba2a8004e1441,e80164bb65ce09ee12285c9754730040606de3fc784febccae8ba2a8004e1441,2,1,13
littleprince_context_cv_v1,42,0,train,106,lptext:deea5be2cf84680c8e37492d021c39de24f2382a6d07dd9d7d2ab374c3ca6a13,deea5be2cf84680c8e37492d021c39de24f2382a6d07dd9d7d2ab374c3ca6a13,2,1,1
littleprince_context_cv_v1,42,0,train,107,lptext:f7eb86e5c6e088432c5ad1ee8850fbbe1ad81b586ce2e891951dbc157283157a,f7eb86e5c6e088432c5ad1ee8850fbbe1ad81b586ce2e891951dbc157283157a,2,1,3
littleprince_context_cv_v1,42,0,test,108,lptext:b968f37f84c3da75cf65758bedaf42094666b72f62ef113b6487e5df3e90a5cc,b968f37f84c3da75cf65758bedaf42094666b72f62ef113b6487e5df3e90a5cc,2,1,11
littleprince_context_cv_v1,42,0,train,109,lptext:886ea19ff0ff80c058ab28124cf72bd0e592fba3d25d1ea6bae9772869373fa5,886ea19ff0ff80c058ab28124cf72bd0e592fba3d25d1ea6bae9772869373fa5,2,1,6
littleprince_context_cv_v1,42,0,train,110,lptext:4fa65efad3c2d40bb9ad00aceb656055edfb5e0e9ee5d952d85c3c888e058bb7,4fa65efad3c2d40bb9ad00aceb656055edfb5e0e9ee5d952d85c3c888e058bb7,2,1,3
littleprince_context_cv_v1,42,0,train,111,lptext:959099788b6c6ff141a174851924a1625c6029a1f46351e5ac9d01661fd879ff,959099788b6c6ff141a174851924a1625c6029a1f46351e5ac9d01661fd879ff,2,1,1
littleprince_context_cv_v1,42,0,validation,112,lptext:8c0cbb6de327f58f97e11dc7725d1ff19a6a145cef88e467ed12872194b18e09,8c0cbb6de327f58f97e11dc7725d1ff19a6a145cef88e467ed12872194b18e09,2,1,6
littleprince_context_cv_v1,42,0,validation,113,lptext:d5a793e76dc25615c71f7b7bf9bbd409e5119d4aa72622f1fd586df43d770d38,d5a793e76dc25615c71f7b7bf9bbd409e5119d4aa72622f1fd586df43d770d38,2,1,1
littleprince_context_cv_v1,42,0,train,114,lptext:e0af37af73b5ed6bc3be3e073eb5bb1f9ec76cd698a26e7ac7f8a6bf9adec43a,e0af37af73b5ed6bc3be3e073eb5bb1f9ec76cd698a26e7ac7f8a6bf9adec43a,2,1,6
littleprince_context_cv_v1,42,0,test,115,lptext:54eb631704497796ab32fdc97aeb84d2a67ad2ec31f676c53e99b13cc1b86212,54eb631704497796ab32fdc97aeb84d2a67ad2ec31f676c53e99b13cc1b86212,2,1,6
littleprince_context_cv_v1,42,0,train,116,lptext:277c9cf35e205110eeeb6eae6b1d8f0e55e43e2543ed788bb8802785bea9ca0b,277c9cf35e205110eeeb6eae6b1d8f0e55e43e2543ed788bb8802785bea9ca0b,2,1,5
littleprince_context_cv_v1,42,0,train,117,lptext:529765f7e1fdcd3ae1e3ef07bbc7284133a3fc6f1d95e589bf4ea09449ec0d20,529765f7e1fdcd3ae1e3ef07bbc7284133a3fc6f1d95e589bf4ea09449ec0d20,2,1,7
littleprince_context_cv_v1,42,0,test,118,lptext:88b6aa1ea3ccb654088a9718e5fc1298e2ed1a9ffc5e83a2330c63f4797f3117,88b6aa1ea3ccb654088a9718e5fc1298e2ed1a9ffc5e83a2330c63f4797f3117,2,1,4
littleprince_context_cv_v1,42,0,train,119,lptext:e54263af066b6ccf53a4d579a5b800ec62260fc60bc43281c44b4decbda76953,e54263af066b6ccf53a4d579a5b800ec62260fc60bc43281c44b4decbda76953,2,1,8
littleprince_context_cv_v1,42,0,test,120,lptext:322bd4ffe5fe2159980008961799643082b988a0ae6927e582796a034ff03ce0,322bd4ffe5fe2159980008961799643082b988a0ae6927e582796a034ff03ce0,2,1,8
littleprince_context_cv_v1,42,0,train,121,lptext:c769b10ac60eeeb620adc213a54557b1a7bec7f048237057440a27faa78f1720,c769b10ac60eeeb620adc213a54557b1a7bec7f048237057440a27faa78f1720,2,1,11
littleprince_context_cv_v1,42,0,validation,122,lptext:03e43a9193b0d04cee52eb6627cae060c0e17f10da43c20034593d52ecc3dccc,03e43a9193b0d04cee52eb6627cae060c0e17f10da43c20034593d52ecc3dccc,2,1,5
littleprince_context_cv_v1,42,0,train,123,lptext:37811dc140001f666aae5fba765f1f99eefe8c7122205e2277191561ae8e3ed6,37811dc140001f666aae5fba765f1f99eefe8c7122205e2277191561ae8e3ed6,2,1,4
littleprince_context_cv_v1,42,0,train,124,lptext:1f1db67dba1780a33a33545fe798747d9f84bbd39b85bf3e2172f22ce64234b0,1f1db67dba1780a33a33545fe798747d9f84bbd39b85bf3e2172f22ce64234b0,2,1,5
littleprince_context_cv_v1,42,0,train,125,lptext:5eb96475b32d6d6935f2f18058c56df6203516d6269069847e11c27ed564156a,5eb96475b32d6d6935f2f18058c56df6203516d6269069847e11c27ed564156a,2,1,5
littleprince_context_cv_v1,42,0,test,126,lptext:df98230719605112f3b9bb7914cd23531d90762f5bd1b484566af491be44cda1,df98230719605112f3b9bb7914cd23531d90762f5bd1b484566af491be44cda1,2,1,15
littleprince_context_cv_v1,42,0,test,127,lptext:f01e3675b367b2e53e6009213691186ffedd95e4556e1ca8ed04eac2e3c60b43,f01e3675b367b2e53e6009213691186ffedd95e4556e1ca8ed04eac2e3c60b43,2,1,10
littleprince_context_cv_v1,42,0,test,128,lptext:550b3788f18df01008d8e9b12514219b1670e9a3256b384a97495f483e6e79bc,550b3788f18df01008d8e9b12514219b1670e9a3256b384a97495f483e6e79bc,2,1,5
littleprince_context_cv_v1,42,0,train,129,lptext:f7b5732ec5ab86556fd74a258170d69e62caac6222fed45e3f92b05df4a0daed,f7b5732ec5ab86556fd74a258170d69e62caac6222fed45e3f92b05df4a0daed,2,1,9
littleprince_context_cv_v1,42,0,train,130,lptext:c3ee88ed929303bf1976593b880054155a0e1a8384bc74daa7f527efd66355d4,c3ee88ed929303bf1976593b880054155a0e1a8384bc74daa7f527efd66355d4,2,1,3
littleprince_context_cv_v1,42,0,train,131,lptext:90f02200e4bc033d18825e702e92f42189f55316928206e0aa7d2bcbf3c9596c,90f02200e4bc033d18825e702e92f42189f55316928206e0aa7d2bcbf3c9596c,2,1,11
littleprince_context_cv_v1,42,0,train,132,lptext:1a31f50de2d250d381c92768883aa14bdd7bb5993985f71a8c387a14d8dfb24b,1a31f50de2d250d381c92768883aa14bdd7bb5993985f71a8c387a14d8dfb24b,2,1,3
littleprince_context_cv_v1,42,0,test,133,lptext:8922a79d7fc91ea6ea0527e9dce8c2c9f0ca912bc0083ee3e67a735a9aca52fb,8922a79d7fc91ea6ea0527e9dce8c2c9f0ca912bc0083ee3e67a735a9aca52fb,2,1,6
littleprince_context_cv_v1,42,0,test,134,lptext:7591875c8ab8921839cf06e45f957224bb768e91e3e8f6d7b23f1b704b76fe49,7591875c8ab8921839cf06e45f957224bb768e91e3e8f6d7b23f1b704b76fe49,2,1,12
littleprince_context_cv_v1,42,0,train,135,lptext:c29df5ca54444c51926eea5e5fbc259e8432ab207d430ec9b084504f5351c835,c29df5ca54444c51926eea5e5fbc259e8432ab207d430ec9b084504f5351c835,2,1,6
littleprince_context_cv_v1,42,0,validation,136,lptext:2789fdc1f489c656356b90acd3c17ce725e628218faf930d029ac423f42240a4,2789fdc1f489c656356b90acd3c17ce725e628218faf930d029ac423f42240a4,2,1,7
